,taxon_name_w_authors,v10_11_12_13_14_15_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species
1227855,Valeriana sitchensis var. hookeri (Shuttlew.) G.N.Jones,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri,Valeriana sitchensis Bong.,Valeriana sitchensis
1227857,Valeriana hookeri Shuttlew.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri,Valeriana sitchensis Bong.,Valeriana sitchensis
1227858,Valeriana capitata var. hookeri (Shuttlew.) Torr. & A.Gray,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri,Valeriana sitchensis Bong.,Valeriana sitchensis
1227883,Veronica gracilis var. arguta C.Moore,Veronica gracilis R.Br.,Veronica gracilis R.Br.,Veronica gracilis R.Br.,Veronica gracilis,Veronica brownii Roem. & Schult.,Veronica brownii
1227934,Veronica peduncularis var. umbrosa (M.Bieb.) Boiss.,Veronica peduncularis M.Bieb.,Veronica peduncularis M.Bieb.,Veronica peduncularis M.Bieb.,Veronica peduncularis,Veronica umbrosa M.Bieb.,Veronica umbrosa
1227953,Viola obliqua var. crenulata (Greene) Farw.,Viola affinis Leconte,Viola affinis Leconte,Viola affinis Leconte,Viola affinis,Viola × venustula Greene,Viola × venustula
1228542,"Ziziphus jujuba subsp. spinosa (Bunge) J.Y.Peng, X.Y.Li & L.Li",Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba,"Ziziphus jujuba subsp. spinosa (Bunge) J.Y.Peng, X.Y.Li & L.Li",Ziziphus jujuba
1228543,Ziziphus spinosa (Bunge) Hu ex F.H.Chen,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba,"Ziziphus jujuba subsp. spinosa (Bunge) J.Y.Peng, X.Y.Li & L.Li",Ziziphus jujuba
1228544,Ziziphus acidojujuba C.Y.Cheng & M.J.Liu,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba,"Ziziphus jujuba subsp. spinosa (Bunge) J.Y.Peng, X.Y.Li & L.Li",Ziziphus jujuba
1228545,Ziziphus jujuba f. lageniformis (Nakai) Kitag.,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba,Ziziphus jujuba subsp. jujuba,Ziziphus jujuba
1228547,Ziziphus jujuba var. spinosa (Bunge) Hu ex H.F.Chow,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba,"Ziziphus jujuba subsp. spinosa (Bunge) J.Y.Peng, X.Y.Li & L.Li",Ziziphus jujuba
1228548,Ziziphus sativa var. spinosa (Bunge) C.K.Schneid.,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba,"Ziziphus jujuba subsp. spinosa (Bunge) J.Y.Peng, X.Y.Li & L.Li",Ziziphus jujuba
1228551,Ziziphus soporifera (Lour.) Duhamel,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba Mill.,Ziziphus jujuba,Ziziphus jujuba subsp. jujuba,Ziziphus jujuba
1229034,Dela Adans.,Seseli L.,Seseli L.,Seseli L.,,Libanotis Haller ex Zinn,
1229149,Achyranthes lindaviana (Peter) Schinz ex Peter,"Cyathula hildebrandtii (Schinz) Di Vincenzo, Berends., Wondafr. & Borsch","Cyathula hildebrandtii (Schinz) Di Vincenzo, Berends., Wondafr. & Borsch","Cyathula hildebrandtii (Schinz) Di Vincenzo, Berends., Wondafr. & Borsch",Cyathula hildebrandtii,"Cyathula meruensis (Suess.) Di Vincenzo, Berends., Wondafr. & Borsch",Cyathula meruensis
1229409,Sedum glaucum var. bithynicum (Boiss.) Boiss.,Sedum pallidum M.Bieb.,Sedum pallidum M.Bieb.,Sedum pallidum M.Bieb.,Sedum pallidum,Sedum bithynicum Boiss.,Sedum bithynicum
1229410,Sedum pallidum var. bithynicum (Boiss.) D.F.Chamb.,Sedum pallidum M.Bieb.,Sedum pallidum M.Bieb.,Sedum pallidum M.Bieb.,Sedum pallidum,Sedum bithynicum Boiss.,Sedum bithynicum
1229411,Sedum pallidum subsp. bithynicum (Boiss.) V.V.Byalt,Sedum pallidum M.Bieb.,Sedum pallidum M.Bieb.,Sedum pallidum M.Bieb.,Sedum pallidum,Sedum bithynicum Boiss.,Sedum bithynicum
1229571,Alsine confertiflora (Fenzl) Rouy & Foucaud,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
1229572,Alsine tenuifolia var. arvatica (Guss.) Caldesi,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
1229573,Alsine tenuifolia var. mucronata Boiss.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
1229574,Alsine tenuifolia proles confertiflora (Fenzl) Rouy & Foucaud,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
1229575,Minuartia tenuifolia var. arvatica (C.Presl) Maire,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
1229577,Minuartia tenuifolia var. confertiflora (Fenzl) Briq.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
1229579,Alsine tenuifolia proles arvatica (C.Presl) Rouy & Foucaud,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
1229580,Minuartia leptophylla J.Groves,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
1229653,Silene ruscifolia (Hub.-Mor. & Reese) Hub.-Mor.,Silene commelinifolia Boiss.,Silene commelinifolia Boiss.,Silene commelinifolia Boiss.,Silene commelinifolia,Silene ruscifolia (Hub.-Mor. & Reese) Hub.-Mor.,Silene ruscifolia
1229721,Ancistrocactus scheeri f. megarrhizus (Rose) Krainz,Sclerocactus scheeri (Salm-Dyck) N.P.Taylor,Sclerocactus scheeri (Salm-Dyck) N.P.Taylor,Sclerocactus scheeri (Salm-Dyck) N.P.Taylor,Sclerocactus scheeri,Sclerocactus megarrhizus (Rose) Lodé,Sclerocactus megarrhizus
1229819,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
1229820,Brittonrosea zacatecasensis (Britton & Rose) Speg.,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
1229821,Efossus zacatecasensis (Britton & Rose) Orcutt,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
1229822,Echinofossulocactus multicostatus f. erectocentrus (Backeb.) P.V.Heath,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. multicostatus,Stenocactus multicostatus
1229823,Echinofossulocactus multicostatus f. zacatecasensis (Britton & Rose) P.V.Heath,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
1229824,Echinofossulocactus multicostatus var. zacatecasensis (Britton & Rose) Lodé,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
1229877,Silene pteroneura (Ball) F.N.Williams,Silene stricta L.,Silene stricta L.,Silene stricta L.,Silene stricta,Silene antirrhina L.,Silene antirrhina
1229909,Spergula fascicularis (Lönnr.) Johanss.,Spergularia media (L.) C.Presl,Spergularia media (L.) C.Presl,Spergularia media (L.) C.Presl,Spergularia media,Spergularia media subsp. media,Spergularia media
1229989,Gastrolychnis popovii Peschkova,Silene wahlbergella Chowdhuri,Silene wahlbergella Chowdhuri,Silene wahlbergella Chowdhuri,Silene wahlbergella,Silene uralensis subsp. uralensis,Silene uralensis
1230355,Isnardia repens DC.,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides,Ludwigia peploides subsp. peploides,Ludwigia peploides
1230356,Jussiaea swartziana DC.,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides,Ludwigia peploides subsp. peploides,Ludwigia peploides
1230551,Lycianthes asarifolia (Kunth & C.D.Bouché) Bitter,Lycianthes repens (Spreng.) Bitter,Lycianthes repens (Spreng.) Bitter,Lycianthes repens (Spreng.) Bitter,Lycianthes repens,Lycianthes asarifolia (Kunth & C.D.Bouché) Bitter,Lycianthes asarifolia
1230552,Solanum violifolium var. asarifolium (Kunth & C.D.Bouché) Hassl.,Lycianthes repens (Spreng.) Bitter,Lycianthes repens (Spreng.) Bitter,Lycianthes repens (Spreng.) Bitter,Lycianthes repens,Lycianthes asarifolia (Kunth & C.D.Bouché) Bitter,Lycianthes asarifolia
1230582,Lycium torreyi var. wrightii (A.Gray) Jeps.,Lycium torreyi A.Gray,Lycium torreyi A.Gray,Lycium torreyi A.Gray,Lycium torreyi,Lycium andersonii A.Gray,Lycium andersonii
1230621,Lecanthus wightii Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis,Lecanthus obtusus (Royle) Hand.-Mazz.,Lecanthus obtusus
1230622,Lecanthus major Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis,Lecanthus peduncularis var. major Wedd.,Lecanthus peduncularis
1230623,Lecanthus obtusus (Royle) Hand.-Mazz.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis,Lecanthus obtusus (Royle) Hand.-Mazz.,Lecanthus obtusus
1230690,Linaria bordiana subsp. kralikiana (Maire) D.A.Sutton,Linaria bordiana Santa & Simonn.,Linaria bordiana Santa & Simonn.,Linaria bordiana Santa & Simonn.,Linaria bordiana,Linaria bordiana subsp. kralikiana (Maire) D.A.Sutton,Linaria bordiana
1231117,Malva pulchella var. abyssinica (A.Braun) Hedl.,Malva verticillata L.,Malva verticillata L.,Malva verticillata L.,Malva verticillata,Malva verticillata var. verticillata,Malva verticillata
1231134,Malvastrum fremontii var. niveum (Eastw.) McMinn,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii,Malacothamnus jonesii var. niveus (Eastw.) K.Morse,Malacothamnus jonesii
1231136,Malacothamnus niveus (Eastw.) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii,Malacothamnus jonesii var. niveus (Eastw.) K.Morse,Malacothamnus jonesii
1231137,Malvastrum niveum Eastw.,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii,Malacothamnus jonesii var. niveus (Eastw.) K.Morse,Malacothamnus jonesii
1231140,Malvastrum fasciculatum var. catalinense (Eastw.) McMinn,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. catalinensis (Eastw.) Kearney,Malacothamnus fasciculatus
1231141,Malvastrum fasciculatum var. nesioticum (B.L.Rob.) McMinn,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
1231142,Malvastrum fasciculatum var. nuttallii (Abrams) McMinn,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
1231143,Malacothamnus nesioticus (B.L.Rob.) Abrams,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
1231144,Malacothamnus fasciculatus subsp. splendidus (Kellogg) Abrams,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. laxiflorus (A.Gray) Kearney,Malacothamnus fasciculatus
1231145,Malacothamnus parishii (Eastw.) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. laxiflorus (A.Gray) Kearney,Malacothamnus fasciculatus
1231146,Malacothamnus fasciculatus subsp. catalinensis (Eastw.) Thorne,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. catalinensis (Eastw.) Kearney,Malacothamnus fasciculatus
1231147,Malacothamnus fasciculatus var. splendidus (Kellogg) Abrams,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. laxiflorus (A.Gray) Kearney,Malacothamnus fasciculatus
1231148,Sphaeralcea fasciculata var. nesiotica (B.L.Rob.) Jeps.,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
1231149,Malacothamnus hallii (Eastw.) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus arcuatus var. elmeri (Jeps.) K.Morse,Malacothamnus arcuatus
1231150,Sphaeralcea fasciculata var. nuttallii (Abrams) Jeps.,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
1231151,Sphaeralcea nesiotica (B.L.Rob.) Jeps.,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
1231152,Malvastrum nuttallii (Abrams) Davidson & Moxley,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
1231153,Malveopsis splendida (Kellogg) Kuntze,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. laxiflorus (A.Gray) Kearney,Malacothamnus fasciculatus
1231154,Malvastrum nesioticum subsp. nuttallii (Abrams) Wiggins,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
1231155,Malacothamnus fasciculatus var. nuttallii (Abrams) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
1231156,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
1231157,Malacothamnus fasciculatus var. catalinensis (Eastw.) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. catalinensis (Eastw.) Kearney,Malacothamnus fasciculatus
1231439,Matayba miquelii Uittien,Matayba guianensis Aubl.,Matayba guianensis Aubl.,Matayba guianensis Aubl.,Matayba guianensis,Matayba laevigata Radlk.,Matayba laevigata
1232303,Ranunculus baudotii f. pedicellatus (H.Lindb.) Hiitonen,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius,Ranunculus baudotii Godr.,Ranunculus baudotii
1232306,Batrachium confusum (Gren.) Le Jol.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius,Ranunculus baudotii Godr.,Ranunculus baudotii
1232309,Batrachium baudotii subsp. marinum (Fr.) Tzvelev,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius,Ranunculus baudotii Godr.,Ranunculus baudotii
1232310,Ranunculus aquatilis var. confusus (Gren.) Batt.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius,Ranunculus baudotii Godr.,Ranunculus baudotii
1232311,Ranunculus aquatilis subsp. confusus (Gren.) Holmboe,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius,Ranunculus baudotii Godr.,Ranunculus baudotii
1232313,Ranunculus flaccidus subsp. confusus (Gren.) Gams,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius,Ranunculus baudotii Godr.,Ranunculus baudotii
1232314,Batrachium baudotii subsp. marinum (Fr.) Corb.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius Viv.,Ranunculus saniculifolius,Ranunculus baudotii Godr.,Ranunculus baudotii
1232539,Philadelphus schrenkii var. lasiogynus (Nakai) W.Lee,Philadelphus schrenkii Rupr.,Philadelphus schrenkii Rupr.,Philadelphus schrenkii Rupr.,Philadelphus schrenkii,Philadelphus tenuifolius Maxim. & Rupr.,Philadelphus tenuifolius
1232573,Phacelia suaveolens subsp. keckii (Munz & I.M.Johnst.) Thorne,Phacelia suaveolens Greene,Phacelia suaveolens Greene,Phacelia suaveolens Greene,Phacelia suaveolens,Phacelia keckii Munz & I.M.Johnst.,Phacelia keckii
1232574,Phacelia suaveolens var. keckii (Munz & I.M.Johnst.) J.T.Howell,Phacelia suaveolens Greene,Phacelia suaveolens Greene,Phacelia suaveolens Greene,Phacelia suaveolens,Phacelia keckii Munz & I.M.Johnst.,Phacelia keckii
1233034,Petalonyx nitidus subsp. parryi (A.Gray) Urb. & Gilg,Petalonyx nitidus S.Watson,Petalonyx nitidus S.Watson,Petalonyx nitidus S.Watson,Petalonyx nitidus,Petalonyx parryi A.Gray,Petalonyx parryi
1233266,Parentucellia latifolia var. flaviflora (Boiss.) Dandy,Parentucellia latifolia (L.) Caruel,Parentucellia latifolia (L.) Caruel,Parentucellia latifolia (L.) Caruel,Parentucellia latifolia,Parentucellia flaviflora (Boiss.) Nevski,Parentucellia flaviflora
1233267,Bellardia latifolia subsp. flaviflora (Boiss.) Raus,Parentucellia latifolia (L.) Caruel,Parentucellia latifolia (L.) Caruel,Parentucellia latifolia (L.) Caruel,Parentucellia latifolia,Parentucellia flaviflora (Boiss.) Nevski,Parentucellia flaviflora
1233272,Parentucellia latifolia subsp. flaviflora (Boiss.) Hand.-Mazz.,Parentucellia latifolia (L.) Caruel,Parentucellia latifolia (L.) Caruel,Parentucellia latifolia (L.) Caruel,Parentucellia latifolia,Parentucellia flaviflora (Boiss.) Nevski,Parentucellia flaviflora
1233349,Preonanthus scherfelii f. lutescens (Šourek) Holub,Pulsatilla scherfelii (Ullep.) Skalický,Pulsatilla scherfelii (Ullep.) Skalický,Pulsatilla scherfelii (Ullep.) Skalický,Pulsatilla scherfelii,Pulsatilla scherfelii subsp. scherfelii,Pulsatilla scherfelii
1233350,Pulsatilla alpina var. lutescens (Šourek) Kucowa,Pulsatilla scherfelii (Ullep.) Skalický,Pulsatilla scherfelii (Ullep.) Skalický,Pulsatilla scherfelii (Ullep.) Skalický,Pulsatilla scherfelii,Pulsatilla scherfelii subsp. scherfelii,Pulsatilla scherfelii
